strain,date,country
EPI_ISL_444432,2020-04-20,United Kingdom
EPI_ISL_437291,2020-04-06,Germany
EPI_ISL_437911,2020-03-31,Greece
EPI_ISL_437292,2020-04-07,Germany
EPI_ISL_421550,2020-03-16,USA
EPI_ISL_437339,2020-04-15,Democratic Republic of the Congo
EPI_ISL_453999,2020-04-20,Portugal
EPI_ISL_453998,2020-04-20,Portugal
EPI_ISL_444972,2020-04-05,Spain
EPI_ISL_430796,2020-03-27,Argentina
EPI_ISL_460090,2020-02-28,Italy
EPI_ISL_464195,2020-02-26,United Kingdom
EPI_ISL_420346,2020-03-09,Belgium
EPI_ISL_462236,2020-04-03,Belgium
EPI_ISL_460088,2020-02-26,Italy
EPI_ISL_460086,2020-02-24,Italy
EPI_ISL_416524,2020-03-11,Japan
EPI_ISL_416525,2020-03-11,Japan
EPI_ISL_454000,2020-03-09,Portugal
EPI_ISL_425140,2020-03-20,Germany
EPI_ISL_456353,2020-04-05,New Zealand
EPI_ISL_435431,2020-03-25,Hungary
EPI_ISL_451879,2020-04-07,Switzerland
EPI_ISL_449070,2020-05-04,United Kingdom
EPI_ISL_466949,2020-03-10,Switzerland
EPI_ISL_437354,2020-04-17,Democratic Republic of the Congo
EPI_ISL_418217,2020-03-13,Senegal
EPI_ISL_424647,2020-04-04,Belgium
EPI_ISL_451180,2020-04-14,Belgium
EPI_ISL_416752,2020-03-04,France
EPI_ISL_451914,2020-04-07,Switzerland
EPI_ISL_420853,2020-03-26,Democratic Republic of the Congo
EPI_ISL_458195,2020-03-29,Belgium
EPI_ISL_466977,2020-03-12,Switzerland
EPI_ISL_443291,2020-04-02,France
EPI_ISL_443261,2020-04-03,France
EPI_ISL_458215,2020-03-29,Belgium
EPI_ISL_429739,2020-04-09,Luxembourg
EPI_ISL_417337,2020-03-07,France
EPI_ISL_417339,2020-03-08,France
EPI_ISL_445057,2020-04-23,Luxembourg
EPI_ISL_417534,2020-03-18,Luxembourg
EPI_ISL_419570,2020-03-12,Luxembourg
EPI_ISL_443305,2020-04-13,France
EPI_ISL_420030,2020-03-21,Democratic Republic of the Congo
EPI_ISL_447140,2020-04-18,Belgium
EPI_ISL_421214,2020-03-30,Belgium
EPI_ISL_459981,2020-04-19,Morocco
EPI_ISL_459974,2020-03-20,Morocco
EPI_ISL_459972,2020-03-20,Morocco
EPI_ISL_459898,2020-05-13,Luxembourg
EPI_ISL_459905,2020-05-12,Luxembourg
EPI_ISL_434511,2020-04-21,Luxembourg
EPI_ISL_417437,2020-03-17,Democratic Republic of the Congo
EPI_ISL_417941,2020-03-18,Democratic Republic of the Congo
EPI_ISL_417942,2020-03-18,Democratic Republic of the Congo
EPI_ISL_417442,2020-03-18,Democratic Republic of the Congo
EPI_ISL_434632,2020-04-09,France
EPI_ISL_420070,2020-03-17,Senegal
EPI_ISL_434634,2020-04-11,France
EPI_ISL_434630,2020-04-08,France
EPI_ISL_434635,2020-04-11,France
EPI_ISL_457974,2020-03-14,Oman
EPI_ISL_461335,2020-05-14,Netherlands
EPI_ISL_422612,2020-04-01,Netherlands
EPI_ISL_420598,2020-03-22,Argentina
EPI_ISL_418419,2020-03-16,France
EPI_ISL_450311,2020-03-27,Canada
EPI_ISL_420847,2020-03-26,Democratic Republic of the Congo
EPI_ISL_420409,2020-03-25,Belgium
EPI_ISL_429811,2020-03-12,Canada
EPI_ISL_465689,2020-03-27,Canada
EPI_ISL_463930,2020-04-02,Canada
EPI_ISL_463968,2020-04-09,Canada
EPI_ISL_463917,2020-04-09,Canada
EPI_ISL_452223,2020-03-02,Germany
EPI_ISL_437778,2020-04-16,USA
EPI_ISL_421506,2020-03-21,France
EPI_ISL_451720,2020-03-16,Switzerland
EPI_ISL_429766,2020-03-23,Luxembourg
EPI_ISL_434507,2020-04-12,Luxembourg
EPI_ISL_451810,2020-03-31,Switzerland
EPI_ISL_459968,2020-03-17,Morocco
EPI_ISL_417438,2020-03-17,Democratic Republic of the Congo
EPI_ISL_421653,2020-03-25,Latvia
EPI_ISL_426288,2020-03-30,Latvia
EPI_ISL_451886,2020-04-06,Switzerland
EPI_ISL_451877,2020-04-07,Switzerland
EPI_ISL_417947,2020-03-19,Democratic Republic of the Congo
EPI_ISL_420365,2020-03-19,Belgium
EPI_ISL_445216,2020-04-28,Bangladesh
EPI_ISL_466939,2020-03-08,Switzerland
EPI_ISL_466954,2020-03-10,Switzerland
EPI_ISL_461490,2020-05-27,India
EPI_ISL_451728,2020-03-16,Switzerland
EPI_ISL_435429,2020-03-28,Hungary
EPI_ISL_455978,2020-05-10,Belgium
EPI_ISL_447236,2020-04-24,Democratic Republic of the Congo
EPI_ISL_435163,2020-04-12,Democratic Republic of the Congo
EPI_ISL_450519,2020-04-14,Latvia
EPI_ISL_450523,2020-04-28,Latvia
EPI_ISL_434489,2020-04-13,Luxembourg
EPI_ISL_451755,2020-03-25,Switzerland
EPI_ISL_462474,2020-03-29,Bosnia and Herzegovina
EPI_ISL_424658,2020-04-05,Belgium
EPI_ISL_462458,2020-03-21,Bosnia and Herzegovina
EPI_ISL_462451,2020-03-19,Bosnia and Herzegovina
EPI_ISL_415705,2020-03-06,Switzerland
EPI_ISL_420611,2020-03-23,France
EPI_ISL_426806,2020-03-24,Australia
EPI_ISL_462475,2020-03-30,Bosnia and Herzegovina
EPI_ISL_462473,2020-03-29,Bosnia and Herzegovina
EPI_ISL_462472,2020-04-01,Bosnia and Herzegovina
EPI_ISL_464072,2020-04-06,Belgium
EPI_ISL_458192,2020-03-29,Belgium
EPI_ISL_462468,2020-03-27,Bosnia and Herzegovina
EPI_ISL_462466,2020-04-21,Bosnia and Herzegovina
EPI_ISL_462461,2020-04-11,Bosnia and Herzegovina
EPI_ISL_418422,2020-03-17,France
EPI_ISL_421752,2020-03-17,Luxembourg
EPI_ISL_420838,2020-03-22,Democratic Republic of the Congo
EPI_ISL_420035,2020-03-22,Democratic Republic of the Congo
EPI_ISL_421204,2020-03-31,Belgium
EPI_ISL_444969,2020-04-16,China
EPI_ISL_445071,2020-04-23,Luxembourg
EPI_ISL_435421,2020-03-25,Hungary
EPI_ISL_420854,2020-03-25,Democratic Republic of the Congo
EPI_ISL_451977,2020-04-03,Poland
EPI_ISL_420543,2020-03-03,India
EPI_ISL_420553,2020-03-03,India
EPI_ISL_420547,2020-03-03,India
EPI_ISL_462270,2020-05-06,Belgium
EPI_ISL_436099,2020-04-02,Taiwan
EPI_ISL_428229,2020-03-18,Taiwan
EPI_ISL_451987,2020-04-01,Poland
EPI_ISL_428929,2020-03-29,Poland
EPI_ISL_428927,2020-03-28,Poland
EPI_ISL_427002,2020-03-27,Australia
EPI_ISL_430669,2020-04-03,Australia
EPI_ISL_456455,2020-04-25,Australia
EPI_ISL_430598,2020-04-09,Australia
EPI_ISL_426910,2020-03-28,Australia
EPI_ISL_414015,2020-02-29,Brazil
EPI_ISL_430469,2020-02-29,Greece
EPI_ISL_416742,2020-02-29,Czech Republic
EPI_ISL_414477,2020-03-01,Czech Republic
EPI_ISL_427445,2020-04-12,USA
EPI_ISL_454290,2020-04-14,Portugal
EPI_ISL_426888,2020-03-31,Czech Republic
EPI_ISL_451976,2020-04-07,Poland
EPI_ISL_428925,2020-03-28,Poland
EPI_ISL_428926,2020-03-28,Poland
EPI_ISL_417186,2020-03-07,South Africa
EPI_ISL_416143,2020-02-28,Denmark
EPI_ISL_414016,2020-02-29,Brazil
EPI_ISL_451794,2020-03-25,Switzerland
EPI_ISL_424572,2020-03-26,Iceland
EPI_ISL_456789,2020-05-02,United Kingdom
EPI_ISL_460094,2020-02-25,Italy
EPI_ISL_428686,2020-03-22,Spain
EPI_ISL_464204,2020-02-26,United Kingdom
EPI_ISL_417639,2020-03-18,Iceland
EPI_ISL_452345,2020-03-07,China
EPI_ISL_445263,2020-03-11,Chile
EPI_ISL_445376,2020-04-04,Chile
EPI_ISL_445323,2020-03-16,Chile
EPI_ISL_445332,2020-03-11,Chile
EPI_ISL_444835,2020-03-09,Denmark
EPI_ISL_452002,2020-03-11,Denmark
EPI_ISL_452615,2020-04-01,Spain
EPI_ISL_457998,2020-03-28,Oman
EPI_ISL_418009,2020-03-15,Portugal
EPI_ISL_426365,2020-03-12,Mexico
EPI_ISL_434657,2020-04-01,Sweden
EPI_ISL_424345,2020-03-12,Mexico
EPI_ISL_454533,2020-03-23,India
EPI_ISL_421495,2020-03-23,Portugal
EPI_ISL_423438,2020-03-30,United Kingdom
EPI_ISL_447756,2020-03-31,Colombia
EPI_ISL_444975,2020-04-10,Spain
EPI_ISL_445252,2020-03-09,Chile
EPI_ISL_455468,2020-05-13,Romania
EPI_ISL_451643,2020-04-07,Australia
EPI_ISL_444973,2020-04-06,Spain
EPI_ISL_462997,2020-05-30,Spain
EPI_ISL_438055,2020-03-16,Austria
EPI_ISL_452480,2020-03-22,Spain
EPI_ISL_452578,2020-03-28,Spain
EPI_ISL_414019,2020-02-27,Switzerland
EPI_ISL_451303,2020-03-04,Italy
EPI_ISL_418410,2020-03-14,Finland
EPI_ISL_454332,2020-03-14,Portugal
EPI_ISL_466997,2020-05-05,Switzerland
EPI_ISL_467003,2020-05-06,Switzerland
EPI_ISL_456219,2020-03-21,New Zealand
EPI_ISL_464094,2020-04-11,Taiwan
EPI_ISL_455469,2020-05-12,Romania
EPI_ISL_455472,2020-05-13,Romania
EPI_ISL_466999,2020-05-05,Switzerland
EPI_ISL_458248,2020-05-17,USA
EPI_ISL_467004,2020-05-06,Switzerland
EPI_ISL_460084,2020-02-29,Italy
EPI_ISL_455438,2020-03-14,Mexico
EPI_ISL_430806,2020-04-01,Argentina
EPI_ISL_435418,2020-04-02,Hungary
EPI_ISL_430803,2020-04-01,Argentina
EPI_ISL_460092,2020-02-28,Italy
EPI_ISL_435420,2020-03-23,Hungary
EPI_ISL_416426,2020-03-17,Hungary
EPI_ISL_437973,2020-03-18,Austria
EPI_ISL_417623,2020-03-18,Iceland
EPI_ISL_424393,2020-03-19,Iceland
EPI_ISL_424576,2020-03-27,Iceland
EPI_ISL_445183,2020-03-23,Japan
EPI_ISL_459975,2020-03-21,Morocco
EPI_ISL_452670,2020-03-26,Spain
EPI_ISL_435422,2020-03-27,Hungary
EPI_ISL_444974,2020-04-06,Spain
EPI_ISL_451181,2020-04-14,Belgium
EPI_ISL_447523,2020-04-01,Spain
EPI_ISL_462998,2020-05-30,Spain
EPI_ISL_447746,2020-03-28,Colombia
EPI_ISL_452517,2020-03-15,Spain
EPI_ISL_416481,2020-03-16,Georgia
EPI_ISL_451653,2020-05-04,Poland
EPI_ISL_428908,2020-03-25,Russia
EPI_ISL_435425,2020-03-19,Hungary
EPI_ISL_445371,2020-03-28,Chile
EPI_ISL_444989,2020-03-28,Spain
EPI_ISL_463000,2020-05-30,Spain
EPI_ISL_462999,2020-05-30,Spain
EPI_ISL_435403,2020-03-20,Hungary
EPI_ISL_452681,2020-03-25,Spain
EPI_ISL_452610,2020-04-01,Spain
EPI_ISL_452612,2020-04-01,Spain
EPI_ISL_430799,2020-03-30,Argentina
EPI_ISL_427311,2020-03-29,Russia
EPI_ISL_462995,2020-05-30,Spain
EPI_ISL_462996,2020-05-30,Spain
EPI_ISL_430804,2020-04-01,Argentina
EPI_ISL_430801,2020-03-31,Argentina
EPI_ISL_448307,2020-04-12,United Kingdom
EPI_ISL_447759,2020-03-31,Colombia
EPI_ISL_430800,2020-03-30,Argentina
EPI_ISL_435424,2020-03-27,Hungary
EPI_ISL_435423,2020-03-27,Hungary
EPI_ISL_451400,2020-04-23,Morocco
EPI_ISL_445244,2020-04-25,Bangladesh
EPI_ISL_412964,2020-02-25,Brazil
EPI_ISL_460087,2020-02-26,Italy
EPI_ISL_422688,2020-03-20,Netherlands
EPI_ISL_435046,2020-03-25,Kazakhstan
EPI_ISL_417921,2020-03-01,Italy
EPI_ISL_413591,2020-03-02,Netherlands
EPI_ISL_422913,2020-03-18,Netherlands
EPI_ISL_461321,2020-04-17,Netherlands
EPI_ISL_455269,2020-04-13,Netherlands
EPI_ISL_451306,2020-02-21,Italy
EPI_ISL_412973,2020-02-20,Italy
EPI_ISL_450288,2020-04-23,Russia
EPI_ISL_435140,2020-03-12,United Arab Emirates
EPI_ISL_419562,2020-02-29,Luxembourg
EPI_ISL_424342,2020-03-07,Italy
EPI_ISL_418402,2020-03-14,Finland
EPI_ISL_413593,2020-02-29,Luxembourg
EPI_ISL_417423,2020-03-01,Italy
EPI_ISL_460085,2020-03-01,Italy
EPI_ISL_417421,2020-03-01,Italy
EPI_ISL_415154,2020-03-01,Belgium
EPI_ISL_418215,2020-03-12,Senegal
EPI_ISL_418213,2020-03-12,Senegal
EPI_ISL_418212,2020-03-11,Senegal
EPI_ISL_418211,2020-03-11,Senegal
EPI_ISL_418210,2020-03-10,Senegal
EPI_ISL_438009,2020-03-06,Austria
EPI_ISL_455861,2020-03-05,Sweden
EPI_ISL_454875,2020-03-04,Sweden
EPI_ISL_451707,2020-03-16,Switzerland
EPI_ISL_422665,2020-03-16,Netherlands
EPI_ISL_455444,2020-03-05,Poland
EPI_ISL_457985,2020-03-18,Oman
EPI_ISL_457972,2020-04-21,Uruguay
EPI_ISL_455306,2020-04-09,Netherlands
EPI_ISL_422952,2020-03-27,Netherlands
EPI_ISL_422629,2020-03-31,Netherlands
EPI_ISL_438056,2020-03-17,Austria
EPI_ISL_456330,2020-04-01,New Zealand
EPI_ISL_456331,2020-04-01,New Zealand
EPI_ISL_455134,2020-04-03,Netherlands
EPI_ISL_461177,2020-04-22,Netherlands
EPI_ISL_461254,2020-03-28,Netherlands
EPI_ISL_466885,2020-04-16,Germany
EPI_ISL_456834,2020-05-07,United Kingdom
EPI_ISL_456295,2020-04-01,New Zealand
EPI_ISL_417691,2020-03-11,Iceland
EPI_ISL_415642,2020-03-10,Georgia
EPI_ISL_462457,2020-03-20,Bosnia and Herzegovina
EPI_ISL_462456,2020-03-20,Bosnia and Herzegovina
EPI_ISL_438084,2020-03-22,Austria
EPI_ISL_462455,2020-03-20,Bosnia and Herzegovina
EPI_ISL_447038,2020-05-03,India
EPI_ISL_463039,2020-05-11,India
EPI_ISL_451198,2020-04-27,Uganda
EPI_ISL_451201,2020-04-30,Uganda
EPI_ISL_447547,2020-04-28,India
EPI_ISL_455471,2020-05-14,Romania
EPI_ISL_455476,2020-05-17,Romania
EPI_ISL_437207,2020-04-09,Germany
EPI_ISL_436726,2020-04-27,Italy
EPI_ISL_420074,2020-03-20,Senegal
EPI_ISL_462467,2020-03-26,Bosnia and Herzegovina
EPI_ISL_462460,2020-03-22,Bosnia and Herzegovina
EPI_ISL_462452,2020-03-19,Bosnia and Herzegovina
EPI_ISL_462454,2020-03-20,Bosnia and Herzegovina
EPI_ISL_462453,2020-03-20,Bosnia and Herzegovina
EPI_ISL_437281,2020-04-01,Germany
EPI_ISL_450530,2020-04-01,Poland
EPI_ISL_451889,2020-04-06,Switzerland
EPI_ISL_428854,2020-03-30,Italy
EPI_ISL_429742,2020-04-10,Luxembourg
EPI_ISL_428945,2020-04-03,Luxembourg
EPI_ISL_428949,2020-04-03,Luxembourg
EPI_ISL_459967,2020-03-15,Morocco
EPI_ISL_466902,2020-04-30,Germany
EPI_ISL_455631,2020-04-30,South Africa
EPI_ISL_430071,2020-04-08,Russia
EPI_ISL_451197,2020-04-27,Uganda
EPI_ISL_452104,2020-04-04,Germany
EPI_ISL_435049,2020-04-13,India
EPI_ISL_455679,2020-05-04,India
EPI_ISL_458109,2020-05-17,India
EPI_ISL_462469,2020-03-27,Bosnia and Herzegovina
EPI_ISL_462465,2020-03-25,Bosnia and Herzegovina
EPI_ISL_455068,2020-05-05,Australia
EPI_ISL_426895,2020-03-27,Czech Republic
EPI_ISL_426893,2020-03-27,Czech Republic
EPI_ISL_436727,2020-04-27,Italy
EPI_ISL_466903,2020-04-30,Germany
EPI_ISL_437089,2020-03-23,Latvia
EPI_ISL_458096,2020-05-24,India
EPI_ISL_445242,2020-04-22,Sweden
EPI_ISL_452242,2020-05-04,Sweden
EPI_ISL_450243,2020-04-16,Russia
EPI_ISL_455653,2020-04-21,India
EPI_ISL_466920,2020-05-25,Germany
EPI_ISL_466919,2020-05-25,Germany
EPI_ISL_466925,2020-05-26,Germany
EPI_ISL_466923,2020-05-25,Germany
EPI_ISL_466921,2020-05-25,Germany
EPI_ISL_466917,2020-05-23,Germany
EPI_ISL_466916,2020-05-22,Germany
EPI_ISL_466924,2020-05-26,Germany
EPI_ISL_466922,2020-05-25,Germany
EPI_ISL_462252,2020-04-06,Belgium
EPI_ISL_455636,2020-03-31,South Africa
EPI_ISL_455635,2020-05-05,South Africa
EPI_ISL_455633,2020-04-30,South Africa
EPI_ISL_421574,2020-04-01,South Africa
EPI_ISL_421575,2020-04-01,South Africa
EPI_ISL_429555,2020-03-25,Denmark
EPI_ISL_452094,2020-04-14,Denmark
EPI_ISL_452064,2020-04-27,Denmark
EPI_ISL_452087,2020-04-26,Denmark
EPI_ISL_452069,2020-04-27,Denmark
EPI_ISL_458181,2020-03-27,Belgium
EPI_ISL_420563,2020-03-18,Italy
EPI_ISL_419871,2020-03-18,Australia
EPI_ISL_466910,2020-05-17,Germany
EPI_ISL_455965,2020-05-09,Belgium
EPI_ISL_455966,2020-05-09,Belgium
EPI_ISL_416142,2020-02-26,Denmark
EPI_ISL_444277,2020-03-20,Taiwan
EPI_ISL_455639,2020-03-31,South Africa
EPI_ISL_418397,2020-03-13,Finland
EPI_ISL_466615,2020-02-16,United Kingdom
EPI_ISL_415459,2020-02-29,Switzerland
EPI_ISL_454754,2020-02-28,Netherlands
EPI_ISL_435145,2020-03-24,Italy
EPI_ISL_451871,2020-04-07,Switzerland
EPI_ISL_434626,2020-03-26,France
EPI_ISL_460080,2020-02-28,Italy
EPI_ISL_420416,2020-03-23,Belgium
EPI_ISL_455326,2020-02-29,Spain
EPI_ISL_464214,2020-02-29,United Kingdom
EPI_ISL_424731,2020-03-13,Mexico
EPI_ISL_445353,2020-04-02,Chile
EPI_ISL_453984,2020-04-05,Portugal
EPI_ISL_447620,2020-03-30,Taiwan
EPI_ISL_428864,2020-03-11,Russia
EPI_ISL_454565,2020-03-31,India
EPI_ISL_452222,2020-03-02,Germany
EPI_ISL_452220,2020-03-02,Germany
EPI_ISL_436725,2020-04-27,Italy
EPI_ISL_436731,2020-04-26,Italy
EPI_ISL_450831,2020-04-27,Sweden
EPI_ISL_434467,2020-03-12,Greece
EPI_ISL_415698,2020-02-27,Switzerland
EPI_ISL_415699,2020-02-27,Switzerland
EPI_ISL_414012,2020-02-27,United Kingdom
EPI_ISL_420153,2020-03-16,Norway
EPI_ISL_420310,2020-03-16,Norway
EPI_ISL_453977,2020-04-04,Portugal
EPI_ISL_429749,2020-03-24,Luxembourg
EPI_ISL_434496,2020-04-10,Luxembourg
EPI_ISL_429706,2020-04-09,Luxembourg
EPI_ISL_462753,2020-05-27,Bosnia and Herzegovina
EPI_ISL_451196,2020-03-25,Uganda
EPI_ISL_429120,2020-03-11,Sweden
EPI_ISL_458230,2020-03-16,Belgium
EPI_ISL_454873,2020-03-03,Sweden
EPI_ISL_451859,2020-04-07,Switzerland
EPI_ISL_461967,2020-06-02,United Kingdom
EPI_ISL_454783,2020-04-22,Netherlands
EPI_ISL_460766,2020-03-25,Netherlands
EPI_ISL_455962,2020-05-08,Belgium
EPI_ISL_455967,2020-05-09,Belgium
EPI_ISL_455958,2020-05-11,Belgium
EPI_ISL_451894,2020-04-07,Switzerland
EPI_ISL_451915,2020-04-07,Switzerland
EPI_ISL_438123,2020-04-05,Austria
EPI_ISL_438122,2020-04-02,Austria
EPI_ISL_435047,2020-03-25,Kazakhstan
EPI_ISL_421651,2020-03-22,Taiwan
EPI_ISL_421576,2020-04-01,South Africa
EPI_ISL_432333,2020-04-05,United Kingdom
EPI_ISL_467002,2020-05-06,Switzerland
EPI_ISL_440341,2020-03-18,United Kingdom
EPI_ISL_437093,2020-03-22,Latvia
EPI_ISL_437092,2020-03-20,Latvia
EPI_ISL_437091,2020-03-23,Latvia
EPI_ISL_450338,2020-04-11,Poland
EPI_ISL_450294,2020-04-11,Poland
EPI_ISL_450295,2020-04-11,Poland
EPI_ISL_438052,2020-03-16,Austria
EPI_ISL_438053,2020-03-16,Austria
EPI_ISL_419656,2020-02-26,Austria
EPI_ISL_437994,2020-02-28,Austria
EPI_ISL_437993,2020-02-27,Austria
EPI_ISL_437995,2020-02-28,Austria
EPI_ISL_438003,2020-03-04,Austria
EPI_ISL_438025,2020-03-10,Austria
EPI_ISL_413020,2020-02-27,Switzerland
EPI_ISL_435124,2020-03-16,United Arab Emirates
EPI_ISL_423653,2020-03-23,United Kingdom
EPI_ISL_459978,2020-04-20,Morocco
EPI_ISL_459983,2020-04-21,Morocco
EPI_ISL_459977,2020-04-21,Morocco
EPI_ISL_426890,2020-03-26,Czech Republic
EPI_ISL_426883,2020-03-27,Czech Republic
EPI_ISL_424661,2020-04-05,Belgium
EPI_ISL_461963,2020-06-01,United Kingdom
EPI_ISL_454146,2020-03-28,Portugal
EPI_ISL_428368,2020-04-16,Turkey
EPI_ISL_413021,2020-02-29,Switzerland
EPI_ISL_412912,2020-02-25,Germany
EPI_ISL_445276,2020-03-15,Chile
EPI_ISL_445378,2020-04-04,Chile
EPI_ISL_458120,2020-04-13,Oman
EPI_ISL_457981,2020-04-03,Oman
EPI_ISL_458122,2020-04-07,Oman
EPI_ISL_458121,2020-04-20,Oman
EPI_ISL_458117,2020-05-09,Oman
EPI_ISL_458116,2020-05-01,Oman
EPI_ISL_458118,2020-05-01,Oman
EPI_ISL_457992,2020-03-22,Oman
EPI_ISL_457705,2020-05-08,Oman
EPI_ISL_458119,2020-04-11,Oman
EPI_ISL_466875,2020-04-13,Germany
EPI_ISL_454229,2020-03-18,Portugal
EPI_ISL_415483,2020-03-09,Netherlands
EPI_ISL_424384,2020-03-19,Iceland
EPI_ISL_417757,2020-03-06,Iceland
EPI_ISL_454762,2020-03-16,Netherlands
EPI_ISL_426891,2020-03-26,Czech Republic
EPI_ISL_428865,2020-03-11,Russia
EPI_ISL_417817,2020-03-02,Iceland
EPI_ISL_414014,2020-03-02,Brazil
EPI_ISL_416479,2020-03-05,Georgia
EPI_ISL_455455,2020-03-14,Mexico
EPI_ISL_438117,2020-03-27,Austria
EPI_ISL_438126,2020-04-02,Austria
EPI_ISL_438128,2020-04-07,Austria
EPI_ISL_438127,2020-04-05,Austria
EPI_ISL_460844,2020-04-14,Netherlands
EPI_ISL_451705,2020-03-16,Switzerland
EPI_ISL_458084,2020-04-03,Italy
EPI_ISL_458085,2020-04-12,Italy
EPI_ISL_461207,2020-04-24,Netherlands
EPI_ISL_438060,2020-03-17,Austria
EPI_ISL_461292,2020-04-19,Netherlands
EPI_ISL_422576,2020-03-30,Netherlands
EPI_ISL_437308,2020-03-25,Turkey
EPI_ISL_415456,2020-02-29,Switzerland
EPI_ISL_450518,2020-04-18,Latvia
EPI_ISL_450524,2020-04-19,Latvia
EPI_ISL_424535,2020-03-21,Iceland
EPI_ISL_462271,2020-05-07,Belgium
EPI_ISL_435406,2020-03-22,Hungary
EPI_ISL_416744,2020-03-20,Hungary
EPI_ISL_414022,2020-02-27,Switzerland
EPI_ISL_414021,2020-02-27,Switzerland
EPI_ISL_413024,2020-02-29,Switzerland
EPI_ISL_415455,2020-02-28,Switzerland
EPI_ISL_454733,2020-03-01,Italy
EPI_ISL_418273,2020-02-28,Switzerland
EPI_ISL_455473,2020-05-14,Romania
EPI_ISL_458227,2020-03-30,Belgium
EPI_ISL_458217,2020-03-30,Belgium
EPI_ISL_451167,2020-04-01,Belgium
EPI_ISL_429222,2020-04-07,Switzerland
EPI_ISL_445220,2020-04-30,Romania
EPI_ISL_455477,2020-05-13,Romania
EPI_ISL_420399,2020-03-24,Belgium
EPI_ISL_451691,2020-03-13,Switzerland
EPI_ISL_455475,2020-05-14,Romania
EPI_ISL_455474,2020-05-14,Romania
EPI_ISL_455703,2020-03-27,Vietnam
EPI_ISL_455705,2020-03-31,Vietnam
EPI_ISL_455708,2020-04-10,Vietnam
EPI_ISL_455718,2020-04-10,Vietnam
EPI_ISL_429223,2020-04-07,Switzerland
EPI_ISL_455711,2020-04-08,Vietnam
EPI_ISL_435417,2020-03-30,Hungary
EPI_ISL_421946,2020-03-31,United Kingdom
EPI_ISL_460618,2020-04-15,Turkey
EPI_ISL_451884,2020-04-06,Switzerland
EPI_ISL_460617,2020-04-16,Turkey
EPI_ISL_460619,2020-04-16,Turkey
EPI_ISL_429679,2020-03-16,Brazil
EPI_ISL_454751,2020-02-28,Netherlands
EPI_ISL_415700,2020-02-28,Switzerland
EPI_ISL_454750,2020-02-27,Netherlands
EPI_ISL_466906,2020-05-04,Germany
EPI_ISL_426580,2020-03-13,Brazil
EPI_ISL_413574,2020-02-29,Netherlands
EPI_ISL_416743,2020-03-05,Czech Republic
EPI_ISL_458139,2020-03-18,Brazil
EPI_ISL_430793,2020-03-01,Argentina
EPI_ISL_456083,2020-04-03,Brazil
EPI_ISL_456090,2020-04-09,Brazil
EPI_ISL_427303,2020-03-25,Brazil
EPI_ISL_456103,2020-04-16,Brazil
EPI_ISL_456091,2020-04-09,Brazil
EPI_ISL_456086,2020-04-08,Brazil
EPI_ISL_456075,2020-04-02,Brazil
EPI_ISL_456076,2020-03-25,Brazil
EPI_ISL_427298,2020-03-22,Brazil
EPI_ISL_450873,2020-03-17,Brazil
EPI_ISL_456079,2020-04-03,Brazil
EPI_ISL_445352,2020-04-01,Chile
EPI_ISL_445370,2020-04-05,Chile
EPI_ISL_456081,2020-04-06,Brazil
EPI_ISL_456095,2020-04-13,Brazil
EPI_ISL_458138,2020-04-03,Brazil
EPI_ISL_445349,2020-04-01,Chile
EPI_ISL_456092,2020-04-10,Brazil
EPI_ISL_456101,2020-04-15,Brazil
EPI_ISL_456087,2020-04-08,Brazil
EPI_ISL_430815,2020-04-18,Argentina
EPI_ISL_430814,2020-04-17,Argentina
EPI_ISL_430817,2020-04-18,Argentina
EPI_ISL_445373,2020-04-03,Chile
EPI_ISL_456082,2020-04-02,Brazil
EPI_ISL_456096,2020-04-13,Brazil
EPI_ISL_456102,2020-04-16,Brazil
EPI_ISL_445369,2020-04-06,Chile
EPI_ISL_456077,2020-03-25,Brazil
EPI_ISL_427297,2020-03-23,Brazil
EPI_ISL_456100,2020-04-15,Brazil
EPI_ISL_457953,2020-03-23,Uruguay
EPI_ISL_437268,2020-03-28,Germany
EPI_ISL_428887,2020-03-22,Russia
EPI_ISL_428889,2020-03-22,Russia
EPI_ISL_451186,2020-03-27,Uganda
EPI_ISL_451189,2020-03-30,Uganda
EPI_ISL_461720,2020-05-05,United Kingdom
EPI_ISL_451190,2020-03-30,Uganda
EPI_ISL_451192,2020-03-30,Uganda
EPI_ISL_418389,2020-03-13,Finland
EPI_ISL_451647,2020-04-23,Poland
EPI_ISL_451654,2020-05-04,Poland
EPI_ISL_450746,2020-05-08,Poland
EPI_ISL_421275,2020-03-18,Russia
EPI_ISL_430809,2020-04-04,Argentina
EPI_ISL_430808,2020-04-03,Argentina
EPI_ISL_457963,2020-03-28,Uruguay
EPI_ISL_436686,2020-03-27,South Africa
EPI_ISL_428910,2020-03-31,Russia
EPI_ISL_437939,2020-04-06,Austria
EPI_ISL_430811,2020-04-11,Argentina
EPI_ISL_430812,2020-04-11,Argentina
EPI_ISL_455961,2020-05-08,Belgium
EPI_ISL_431012,2020-04-07,Democratic Republic of the Congo
EPI_ISL_445350,2020-04-01,Chile
EPI_ISL_445374,2020-04-04,Chile
EPI_ISL_445375,2020-04-04,Chile
EPI_ISL_451650,2020-04-27,Poland
EPI_ISL_451649,2020-04-27,Poland
EPI_ISL_456754,2020-05-21,United Kingdom
